sex,name,decade,count
F,Cary,1950,382
F,Concepcion,1950,382
F,Kathlene,1950,381
M,Burl,1950,379
F,Lucile,1950,378
M,Kelley,1950,378
M,Mel,1950,378
M,Roel,1950,378
F,Elba,1950,377
M,Rosendo,1950,377
F,Brigitte,1950,376
M,Lawerence,1950,375
M,Woody,1950,374
M,Olin,1950,374
F,Loren,1950,374
M,Coleman,1950,373
F,Armida,1950,373
F,Kathlyn,1950,373
F,Elinor,1950,373
F,Pauletta,1950,372
M,Taylor,1950,371
F,Beckie,1950,371
M,Alvaro,1950,369
M,Gaylon,1950,368
M,Timmie,1950,368
F,Sofia,1950,368
M,Raleigh,1950,366
M,Mose,1950,365
M,Emmanuel,1950,365
M,Boyce,1950,365
M,Reymundo,1950,365
F,Luella,1950,364
M,Quinton,1950,364
F,Trudi,1950,362
F,Hermelinda,1950,362
M,Damian,1950,362
F,Darline,1950,361
F,Babette,1950,361
M,Les,1950,361
F,Cruz,1950,360
M,Lucious,1950,359
F,Eloisa,1950,359
F,Herminia,1950,359
F,Tresa,1950,358
F,Jacki,1950,358
F,Jaye,1950,358
F,Jonnie,1950,357
F,Trena,1950,357
M,Keven,1950,357
F,Taryn,1950,356
M,Arnoldo,1950,356
F,Antonette,1950,355
M,Donovan,1950,355
M,Rolf,1950,355
M,Leonel,1950,355
M,Columbus,1950,353
F,Karlene,1950,353
F,Aurelia,1950,352
F,Georgeann,1950,352
M,Kraig,1950,352
F,Gearldine,1950,350
F,Nilsa,1950,349
M,Derwin,1950,348
F,Ricki,1950,348
M,Alonza,1950,347
M,Ike,1950,347
M,Berry,1950,347
M,Curtiss,1950,347
M,Domenick,1950,347
F,Glynda,1950,346
M,Refugio,1950,346
F,Shiela,1950,345
F,Thomasina,1950,345
F,Rosella,1950,344
F,Candi,1950,344
F,Marilou,1950,344
F,Aletha,1950,343
M,Alden,1950,343
F,Andra,1950,342
F,Hester,1950,340
F,Sharyl,1950,340
F,Leonora,1950,340
F,Noelia,1950,340
F,Judie,1950,339
F,Valentina,1950,338
M,Len,1950,338
F,Nena,1950,337
F,Stefanie,1950,336
F,Dorcas,1950,336
F,Joseph,1950,334
F,Liza,1950,333
F,Nila,1950,333
M,Valentin,1950,333
F,Marti,1950,331
M,Chip,1950,330
F,Myrtis,1950,329
F,Janene,1950,329
M,Jacques,1950,329
F,Delfina,1950,328
F,Brooke,1950,328
M,Jude,1950,327
F,Lita,1950,325
F,Melodee,1950,325
F,Harriette,1950,324
M,Buster,1950,324
M,Stefan,1950,324
F,Kayla,1950,323
F,Candis,1950,323
F,Lissa,1950,323
M,Marcelino,1950,323
M,Levern,1950,323
F,Randee,1950,321
F,Shirlee,1950,321
M,Mariano,1950,321
M,Alfonzo,1950,320
F,Candyce,1950,318
M,Leopoldo,1950,318
M,Erasmo,1950,318
F,Janey,1950,317
M,Dewitt,1950,316
F,Charisse,1950,316
F,Karolyn,1950,315
F,Anastasia,1950,315
F,Flossie,1950,314
F,Lupita,1950,314
F,Dominga,1950,314
F,Suzy,1950,313
F,Elda,1950,312
F,Lina,1950,312
M,Elroy,1950,311
F,Kathyrn,1950,311
F,Pandora,1950,311
F,Sidney,1950,310
M,Mason,1950,310
F,Vilma,1950,309
M,Jame,1950,308
F,Marlena,1950,308
M,Stacey,1950,308
M,Duwayne,1950,308
M,Scottie,1950,307
F,Sherron,1950,306
F,Arline,1950,306
F,Cari,1950,306
M,Rodrigo,1950,306
M,Hilario,1950,306
M,Eliot,1950,306
M,Chaim,1950,306
M,Thad,1950,303
M,Dion,1950,303
M,Prince,1950,302
M,Broderick,1950,302
M,Artie,1950,302
F,Nydia,1950,302
F,Lue,1950,301
F,Tari,1950,300
F,Risa,1950,300
M,Wayde,1950,300
M,Von,1950,299
F,Jeryl,1950,299
F,Mercy,1950,298
F,Julianna,1950,298
F,Ilona,1950,297
M,Antoine,1950,297
F,Ninfa,1950,297
M,Alvis,1950,296
M,Dennie,1950,296
M,Elmo,1950,295
F,Emilie,1950,295
M,Ferdinand,1950,295
F,Debroah,1950,294
M,King,1950,294
M,Eugenio,1950,292
M,Duke,1950,292
M,Dante,1950,292
M,Aron,1950,291
M,Fermin,1950,291
F,Bridgett,1950,290
M,Cyrus,1950,290
F,Karrie,1950,290
F,Bernita,1950,289
M,Levon,1950,289
F,Santa,1950,289
F,Carin,1950,287
M,Rojelio,1950,287
F,Brunilda,1950,287
F,Doretta,1950,286
F,Amparo,1950,286
F,Val,1950,286
M,Bertram,1950,286
M,Gayle,1950,284
F,Velia,1950,284
F,Enedina,1950,284
M,Blane,1950,284
M,Norberto,1950,284
F,Selina,1950,283
M,Randle,1950,283
F,Vita,1950,283
F,Kara,1950,282
F,Philomena,1950,282
F,Jeanna,1950,281
F,Latanya,1950,280
F,Josette,1950,279
F,Rosalia,1950,279
M,Gaylord,1950,279
M,Murphy,1950,279
M,Lorin,1950,278
M,Edmundo,1950,277
F,Viki,1950,277
M,Abelardo,1950,276
M,Lincoln,1950,275
F,Dani,1950,275
F,Gussie,1950,274
M,Foster,1950,273
M,Junius,1950,273
F,Kathern,1950,273
F,Rosalee,1950,273
M,Deborah,1950,272
F,Charolette,1950,271
M,Winford,1950,271
F,Hollie,1950,271
F,Ronald,1950,270
F,Chrystal,1950,270
M,Melton,1950,269
F,Deedee,1950,269
F,Evette,1950,269
M,Maxie,1950,268
M,Johnathan,1950,268
M,Ty,1950,268
M,Williams,1950,267
F,Ronni,1950,267
F,Octavia,1950,266
F,Belia,1950,264
M,Susan,1950,264
M,Homero,1950,264
F,Johnny,1950,263
M,Abe,1950,263
F,Vonnie,1950,263
M,Fabian,1950,263
M,Moshe,1950,262
F,Cordelia,1950,260
M,Faron,1950,260
M,Demetrius,1950,260
M,Dusty,1950,259
M,Ritchie,1950,259
M,Alfonza,1950,257
M,Timmothy,1950,257
F,Missy,1950,257
F,Jaime,1950,256
F,Lonna,1950,256
M,Lucio,1950,256
F,Belva,1950,255
M,Cody,1950,255
M,Lucien,1950,255
M,Reinaldo,1950,255
F,Georgie,1950,254
F,Micki,1950,254
F,Charline,1950,254
F,Tonda,1950,254
F,Ira,1950,253
F,Kenneth,1950,253
M,Lesley,1950,253
M,Greggory,1950,252
M,Sebastian,1950,251
M,Skip,1950,251
F,Sari,1950,250
F,Louvenia,1950,249
M,Courtney,1950,248
M,Ashley,1950,248
M,Alford,1950,246
F,Marisela,1950,246
M,Alec,1950,246
M,Jonas,1950,246
M,Truman,1950,245
M,Britt,1950,245
F,Melvina,1950,245
F,Jacqulyn,1950,244
F,Ivory,1950,244
F,Lawana,1950,244
M,Alva,1950,244
M,Lauren,1950,244
M,Amado,1950,244
M,Cletus,1950,244
F,Wonda,1950,243
F,Georgetta,1950,243
M,Kit,1950,243
M,Dario,1950,243
M,Eldridge,1950,242
F,Coral,1950,242
F,Shanna,1950,242
F,Lanita,1950,241
M,Delmer,1950,241
F,Kerrie,1950,241
F,Carolee,1950,240
M,Faustino,1950,240
F,Laquita,1950,239
F,Marjory,1950,239
F,Simone,1950,239
M,Luciano,1950,239
F,Debera,1950,238
F,Zandra,1950,238
F,Kevin,1950,238
F,Mark,1950,238
F,Darcel,1950,238
F,Georgine,1950,238
M,Arden,1950,238
F,Abbe,1950,237
M,Porfirio,1950,237
M,Kirt,1950,237
M,Aldo,1950,237
M,Hobert,1950,237
F,Karyl,1950,236
M,Chet,1950,236
M,Milan,1950,236
M,Theodis,1950,235
F,Rebeca,1950,235
M,Dell,1950,235
M,Amador,1950,235
M,Baldemar,1950,235
F,Isabella,1950,234
M,Olen,1950,234
M,Lindell,1950,234
F,Lory,1950,234
F,Norene,1950,234
F,Jovita,1950,234
F,Renea,1950,233
F,Alene,1950,233
F,Josefa,1950,233
M,Rigoberto,1950,232
F,Luana,1950,232
F,Deidra,1950,232
M,Robbin,1950,232
F,Deborrah,1950,231
F,Vida,1950,231
M,Dorian,1950,231
F,Leatha,1950,230
M,Farrell,1950,229
F,Annabelle,1950,229
F,Brigid,1950,229
M,Octavio,1950,229
F,Jeanmarie,1950,229
M,Verne,1950,228
F,Regena,1950,227
F,Lizbeth,1950,227
F,Michaela,1950,227
M,Davy,1950,226
M,Denzil,1950,226
F,Kandi,1950,226
M,Jared,1950,226
M,Anibal,1950,226
F,Fredia,1950,225
M,Shirley,1950,225
F,Sarita,1950,225
F,Shelli,1950,224
M,Valentine,1950,224
M,Raymon,1950,223
F,Sharleen,1950,223
F,Donnamarie,1950,223
M,Hardy,1950,222
F,Suzie,1950,222
F,Giselle,1950,222
M,Milford,1950,221
M,Maxwell,1950,221
F,Lindsey,1950,221
F,Laurette,1950,221
F,Alyson,1950,221
F,Christal,1950,221
M,Eusebio,1950,221
F,Dessie,1950,220
M,Adolphus,1950,220
F,Elayne,1950,220
F,Penni,1950,220
F,Gary,1950,219
F,Edythe,1950,219
F,Helaine,1950,219
M,Antone,1950,219
M,Maria,1950,219
M,Ezell,1950,218
F,Niki,1950,218
F,Dayle,1950,218
F,Deborha,1950,218
F,Jayme,1950,218
M,Reynold,1950,218
M,Furman,1950,218
F,Margarett,1950,217
F,Donald,1950,217
M,Vernell,1950,217
F,Tania,1950,217
F,Nelly,1950,217
M,Cris,1950,217
M,Patsy,1950,217
M,Talmadge,1950,216
F,Teresita,1950,216
M,Rosario,1950,216
M,Delton,1950,215
F,Marlyn,1950,215
M,Darold,1950,215
M,Darell,1950,215
M,Nestor,1950,215
F,Isabell,1950,214
M,Efren,1950,214
F,Georgiann,1950,214
F,Cinthia,1950,214
M,Edison,1950,213
F,Merrilee,1950,213
M,Sydney,1950,213
F,Belen,1950,212
M,Josh,1950,212
F,Rhona,1950,212
F,Arnetta,1950,211
F,Tonja,1950,211
M,Chauncey,1950,210
M,Leander,1950,210
F,Marcelle,1950,210
F,Lesia,1950,209
M,Richie,1950,209
F,Carma,1950,209
M,Windell,1950,208
F,Ouida,1950,207
F,Rafaela,1950,207
F,Lisbeth,1950,207
M,Lyman,1950,207
M,Brion,1950,207
M,Ezra,1950,207
F,Ivonne,1950,207
F,Cherryl,1950,206
F,Allie,1950,206
M,Jerrell,1950,205
M,Candelario,1950,205
M,Santo,1950,205
F,Guillermina,1950,204
F,Thomasine,1950,204
F,Loyce,1950,203
F,Sheryll,1950,203
F,Linette,1950,203
F,Louanne,1950,203
M,Heyward,1950,203
M,Garold,1950,202
F,Easter,1950,201
F,Christene,1950,201
F,Carrol,1950,201
F,Anthony,1950,201
M,Jefferey,1950,201
M,Clemente,1950,201
M,Carleton,1950,201
M,Howell,1950,199
F,Sharman,1950,199
F,Tomasa,1950,199
M,Diego,1950,199
F,Idalia,1950,199
F,Georgann,1950,198
M,Arne,1950,198
M,Darius,1950,197
F,Trinidad,1950,197
F,Santos,1950,197
F,Haydee,1950,197
F,Lorenza,1950,197
F,Rutha,1950,196
F,Dorris,1950,195
F,Adelaide,1950,195
M,Florencio,1950,195
F,Lavon,1950,194
F,Vernetta,1950,194
F,Star,1950,194
M,Claud,1950,193
M,Rodrick,1950,193
M,Arlie,1950,193
F,Roxana,1950,193
M,Michale,1950,193
M,Edgardo,1950,193
F,Hedy,1950,193
F,Maude,1950,192
F,Janetta,1950,192
F,Alida,1950,192
F,Tonie,1950,191
F,Soledad,1950,191
F,Trisha,1950,191
F,Glory,1950,190
M,Hunter,1950,190
M,Mauro,1950,190
F,Nancee,1950,190
M,Teodoro,1950,190
M,Florentino,1950,190
M,Ethan,1950,190
M,Enrico,1950,190
F,Valinda,1950,189
F,Fawn,1950,189
M,Whitney,1950,189
M,Dorsey,1950,188
F,Johnetta,1950,187
F,Loree,1950,187
M,Bartholomew,1950,187
F,Hellen,1950,186
M,Ezzard,1950,186
F,Carletta,1950,186
F,Becki,1950,186
F,Jose,1950,186
M,Beverly,1950,186
F,Krystal,1950,185
F,Rosalva,1950,185
F,Renata,1950,185
F,Lucila,1950,185
M,Gaylen,1950,185
M,Augustin,1950,185
M,Raynaldo,1950,185
M,Carrol,1950,184
F,Cristine,1950,184
F,Adriane,1950,184
F,Julee,1950,184
F,Adelita,1950,184
F,Bev,1950,184
F,Zoraida,1950,184
F,Melonie,1950,183
M,Cleve,1950,183
F,Hortensia,1950,183
F,Jacquelynn,1950,183
F,Magda,1950,183
F,Sulema,1950,183
M,Lonzo,1950,182
F,Micaela,1950,182
F,Araceli,1950,182
M,Rey,1950,182
M,Anselmo,1950,182
F,Wendie,1950,181
M,Garnett,1950,181
F,Melisa,1950,180
M,Curley,1950,180
F,Earlean,1950,179
M,Davie,1950,179
M,Fransisco,1950,179
F,Dorian,1950,179
F,Chaya,1950,179
F,Kattie,1950,178
F,Lettie,1950,178
M,Mcarthur,1950,178
F,Alexandria,1950,178
F,Joye,1950,177
F,Odilia,1950,177
F,Idella,1950,176
F,Laure,1950,176
F,Hallie,1950,176
M,Dann,1950,176
M,Lino,1950,176
M,Debra,1950,176
F,Jesusa,1950,176
F,Drucilla,1950,175
F,Darnell,1950,175
M,Authur,1950,175
F,Marna,1950,175
F,Steven,1950,175
F,Davida,1950,175
M,Rollin,1950,175
M,Hosea,1950,174
F,Leora,1950,174
F,Olive,1950,174
M,Mauricio,1950,174
M,Romeo,1950,174
M,Adalberto,1950,174
M,Lenwood,1950,174
M,Desmond,1950,173
F,Genoveva,1950,172
M,Blaise,1950,172
M,Hipolito,1950,172
F,Lezlie,1950,171
F,Autumn,1950,171
M,Lafayette,1950,171
F,Cristy,1950,170
F,Romelia,1950,170
F,Ranae,1950,170
M,Lawrance,1950,170
M,Warner,1950,170
M,Bradly,1950,170
M,Tracey,1950,170
M,Quincy,1950,170
F,Yolonda,1950,169
M,Lazaro,1950,169
M,Gavin,1950,169
M,Tab,1950,169
M,Enoch,1950,168
M,Barrett,1950,168
F,Eleanore,1950,168
F,Dawne,1950,167
M,Barbara,1950,167
M,Franklyn,1950,167
F,Enedelia,1950,167
F,Jeana,1950,166
M,Malcom,1950,166
M,Davey,1950,166
F,Beverlee,1950,166
F,Criselda,1950,166
M,Wes,1950,166
M,Marcelo,1950,166
M,Quintin,1950,165
M,Walker,1950,165
F,Zulema,1950,165
F,Arnita,1950,164
M,Renard,1950,164
M,Patricio,1950,164
F,Denese,1950,163
F,Enriqueta,1950,163
F,Rosina,1950,163
F,Marquita,1950,163
M,Brock,1950,162
M,Brant,1950,162
M,Vidal,1950,162
M,Blas,1950,162
F,Allene,1950,161
F,Deeann,1950,161
M,Esequiel,1950,161
M,Cal,1950,161
F,Romaine,1950,161
M,Ivy,1950,161
F,Felicita,1950,161
F,Tambra,1950,160
F,Sandie,1950,159
F,Lura,1950,159
F,Lajuana,1950,159
F,Linnie,1950,158
F,Maurine,1950,158
F,Larae,1950,158
F,Dorine,1950,158
F,Cindie,1950,158
F,Phylis,1950,158
F,Rise,1950,158
M,Antony,1950,158
M,Claudio,1950,158
F,Alesia,1950,157
F,Ardith,1950,157
F,Casey,1950,157
F,Sabina,1950,157
F,Roma,1950,157
F,Celine,1950,157
M,Fidencio,1950,157
M,Glennon,1950,157
M,Waverly,1950,157
F,Rosia,1950,156
M,Walton,1950,156
F,Marylin,1950,156
F,Kenna,1950,156
F,Rosaura,1950,156
F,Edie,1950,156
M,Newton,1950,156
M,Karen,1950,156
M,Nevin,1950,156
M,Osvaldo,1950,156
M,Nancy,1950,156
F,Adelaida,1950,156
M,Rhett,1950,155
M,Jewel,1950,155
F,Alba,1950,155
F,Ardis,1950,155
F,Meri,1950,155
F,Palma,1950,155
F,Suanne,1950,155
M,Kevan,1950,155
F,Lovie,1950,155
F,Drusilla,1950,154
M,Noble,1950,154
F,Lavonda,1950,154
F,Lanell,1950,154
M,Narciso,1950,154
M,Jacinto,1950,154
F,Francina,1950,154
F,Alfredia,1950,153
F,Jaunita,1950,153
F,Myrtice,1950,153
F,Chana,1950,153
M,Trevor,1950,153
M,Cipriano,1950,153
F,Reda,1950,152
M,Wyman,1950,152
F,Mina,1950,152
M,Natividad,1950,152
M,Horacio,1950,152
M,Isaias,1950,152
M,Early,1950,151
F,Jolynn,1950,151
F,Iona,1950,151
F,Demetria,1950,151
F,Maribel,1950,151
M,Lannie,1950,150
F,Dede,1950,150
F,Elodia,1950,150
F,Eugenie,1950,150
F,Venetia,1950,150
M,Lou,1950,150
M,Anastacio,1950,150
F,Florinda,1950,150
M,Harmon,1950,149
F,Zella,1950,149
M,Manny,1950,149
F,Lesli,1950,149
F,Jodee,1950,149
F,Cherylann,1950,149
M,Lovell,1950,148
F,Kathryne,1950,148
M,Lars,1950,148
F,Rubye,1950,147
F,Gabriela,1950,147
M,Rosalio,1950,147
M,Baron,1950,147
F,Michaelene,1950,147
F,Allyn,1950,146
F,Oma,1950,146
F,Gregory,1950,145
M,Darcy,1950,145
M,Eleazar,1950,145
F,Damaris,1950,145
M,Glenwood,1950,145
F,Alecia,1950,144
F,Cleta,1950,144
F,Sherril,1950,144
F,Prudence,1950,144
F,Felipa,1950,144
F,Jasmine,1950,144
M,Leandro,1950,144
M,Caesar,1950,144
M,Delfino,1950,144
F,Adell,1950,143
F,Glynis,1950,143
F,Cecily,1950,143
F,Andree,1950,143
F,Garnet,1950,143
M,Richardo,1950,143
M,Arlan,1950,143
F,Merrill,1950,143
M,Agapito,1950,143
F,Delinda,1950,142
F,Tia,1950,142
F,Siobhan,1950,142
F,Lawanna,1950,141
F,Cherlyn,1950,141
F,Paul,1950,141
F,Maudie,1950,140
F,Delorise,1950,140
M,Durwood,1950,140
F,Raylene,1950,140
M,Modesto,1950,140
M,Brien,1950,140
F,Sabra,1950,139
F,Gwenn,1950,139
F,Leatrice,1950,139
M,Cristobal,1950,139
F,Zaida,1950,139
F,Armandina,1950,139
F,Tawana,1950,138
F,Jonna,1950,138
F,Marissa,1950,138
M,Conrado,1950,138
F,Willene,1950,137
M,Oneal,1950,137
M,Harrell,1950,137
F,Candida,1950,137
F,Jesusita,1950,137
M,Kristopher,1950,137
M,Benton,1950,137
M,Celestino,1950,137
M,Nickey,1950,136
M,Kenney,1950,136
F,Samantha,1950,136
M,Leif,1950,136
M,Ezequiel,1950,136
M,Macario,1950,136
F,Odelia,1950,136
M,Andrea,1950,135
M,Cordell,1950,135
F,Mirna,1950,135
F,Perri,1950,135
M,Lennie,1950,135
M,Lionell,1950,135
F,Dahlia,1950,134
F,Nelida,1950,134
M,Cleophus,1950,133
M,Cole,1950,133
M,Devin,1950,133
F,Bunny,1950,132
F,Trudie,1950,132
M,Pascual,1950,132
M,Prentiss,1950,132
M,Barron,1950,131
F,Dennise,1950,131
F,Sherlyn,1950,131
F,Richelle,1950,131
F,Francene,1950,131
M,Cecilio,1950,131
F,Jeraldine,1950,130
F,Edward,1950,130
F,Rozanne,1950,130
M,Dwane,1950,130
M,Devon,1950,130
F,Claretha,1950,130
M,Mendel,1950,130
M,Isabel,1950,130
F,Randie,1950,129
F,Phyliss,1950,129
M,Geronimo,1950,129
M,Dionicio,1950,129
M,Epifanio,1950,129
F,Elois,1950,128
F,Billy,1950,128
M,Deryl,1950,128
M,Roddy,1950,128
F,Bobbye,1950,128
F,Lucie,1950,128
F,Bobette,1950,128
F,Rickie,1950,128
F,Monika,1950,128
F,Cris,1950,128
F,Darcie,1950,128
M,Bertrand,1950,128
F,Loretha,1950,127
F,Ermelinda,1950,127
F,Lynell,1950,127
F,Willette,1950,127
M,Walt,1950,127
F,Elease,1950,127
F,Glendora,1950,126
F,Venessa,1950,126
F,Johnna,1950,126
M,Rudolf,1950,126
M,Ottis,1950,125
M,Porter,1950,125
F,Randa,1950,125
M,Morton,1950,125
M,Catarino,1950,125
F,Natalia,1950,124
F,Ellie,1950,124
F,Gene,1950,124
M,Logan,1950,124
M,Ciro,1950,124
F,Augustine,1950,123
M,Arther,1950,123
F,Mariana,1950,123
M,Welton,1950,123
M,Francesco,1950,123
F,Augusta,1950,122
F,Dovie,1950,122
M,Theadore,1950,122
F,Sheryle,1950,122
M,Gaetano,1950,122
F,Magdalene,1950,122
F,Scarlett,1950,121
M,Ezekiel,1950,121
F,Kathe,1950,121
F,Spring,1950,121
F,Pilar,1950,121
F,Zulma,1950,121
F,Teresia,1950,120
F,Princess,1950,120
M,Garfield,1950,120
F,Nadia,1950,120
F,Marylee,1950,120
M,Cynthia,1950,120
F,Bertie,1950,120
F,Sueann,1950,120
M,Loy,1950,119
F,Jonell,1950,119
F,Raye,1950,119
M,Rueben,1950,119
M,Rito,1950,119
F,Marjean,1950,119
M,Seymour,1950,119
F,Charlette,1950,118
F,Agatha,1950,118
M,Micky,1950,118
F,Sindy,1950,118
M,Lex,1950,118
M,Terrill,1950,118
M,Constantine,1950,118
F,Penney,1950,117
F,Joi,1950,117
M,Renaldo,1950,117
F,Myriam,1950,117
F,Lark,1950,116
F,Ricky,1950,116
F,Alane,1950,116
F,Wende,1950,116
F,Isela,1950,116
M,Estevan,1950,116
M,Lauro,1950,116
M,Derick,1950,115
F,Alanna,1950,115
F,Kym,1950,115
F,Nyla,1950,115
M,Willam,1950,115
M,Burnell,1950,115
F,Jodell,1950,115
F,Blondell,1950,115
F,Mittie,1950,114
F,Courtney,1950,114
F,Maryrose,1950,114
M,Brice,1950,114
M,Vic,1950,114
F,Emelda,1950,114
F,Sunny,1950,113
F,Alejandra,1950,113
F,Marijo,1950,113
M,Buck,1950,113
M,Gerold,1950,113
M,Patric,1950,113
M,Giles,1950,113
F,Billye,1950,113
M,Servando,1950,113
F,Rosalina,1950,112
M,Wayland,1950,112
M,Stafford,1950,112
F,Pinkie,1950,111
F,Matilde,1950,111
F,Jama,1950,111
M,Rondal,1950,111
M,Haskell,1950,111
F,Lianne,1950,110
F,Eulalia,1950,110
F,Griselda,1950,110
F,Tori,1950,110
F,Gregoria,1950,110
F,Kimbra,1950,110
F,Irasema,1950,110
M,Arlyn,1950,110
F,Darice,1950,109
M,Nels,1950,109
M,Jace,1950,109
M,Linton,1950,109
M,Rupert,1950,108
F,Cory,1950,108
F,Mariellen,1950,108
F,Gemma,1950,108
F,Marylynn,1950,108
M,Leighton,1950,108
F,Ramonita,1950,108
F,Charlean,1950,107
F,Adella,1950,107
F,Cyndy,1950,107
F,Daniel,1950,107
M,Ricci,1950,107
M,Lucas,1950,107
M,Diane,1950,107
F,Vincenza,1950,107
M,Reese,1950,106
F,Jeane,1950,106
F,Cindee,1950,106
F,Melodye,1950,106
M,Danniel,1950,106
M,Allyn,1950,106
M,Feliciano,1950,106
F,Voncile,1950,105
F,Malia,1950,105
M,Obie,1950,105
M,Jodie,1950,105
F,Jolie,1950,105
F,Fredda,1950,105
F,Karleen,1950,105
F,Janett,1950,105
F,Bianca,1950,105
F,Shaun,1950,105
F,Theda,1950,105
M,Lary,1950,105
M,Judd,1950,105
M,Mahlon,1950,105
F,Betsey,1950,105
M,Sherrill,1950,105
F,Juan,1950,105
F,Dennis,1950,104
M,Elmore,1950,104
M,Michal,1950,104
M,Robb,1950,104
M,Philippe,1950,104
M,Everardo,1950,104
M,Ivey,1950,104
F,Magnolia,1950,103
F,Devon,1950,103
F,Noelle,1950,103
F,Jay,1950,103
F,Ileana,1950,103
F,Verdell,1950,102
M,Crawford,1950,102
F,Andria,1950,102
F,Cristi,1950,102
F,Julieta,1950,102
M,Camilo,1950,102
M,Donal,1950,102
M,Roque,1950,102
M,Demetrio,1950,102
M,Albino,1950,102
M,Darrick,1950,102
M,Norwood,1950,102
F,Maryalice,1950,102
M,Eliezer,1950,102
F,Evie,1950,101
F,Dell,1950,101
M,Murry,1950,101
M,Evans,1950,101
M,Hermon,1950,101
F,Celina,1950,101
F,Holli,1950,101
M,Rowland,1950,101
M,Werner,1950,101
F,Diamantina,1950,101
M,Apolonio,1950,101
F,Luvenia,1950,100
F,Arcelia,1950,100
F,Cherilyn,1950,100
F,Natasha,1950,100
F,Dorie,1950,100
M,Drake,1950,100
M,Matias,1950,100
M,Tito,1950,100
M,Clare,1950,100
M,Jennings,1950,100
M,Bohdan,1950,100
M,Sixto,1950,100
F,Charity,1950,99
M,Ocie,1950,99
M,Wayman,1950,99
F,Shirleen,1950,99
F,Elaina,1950,99
F,Wynona,1950,99
F,Vada,1950,99
M,Ric,1950,99
M,Alexis,1950,99
M,Delmas,1950,99
F,Filomena,1950,99
F,Ines,1950,99
M,Abram,1950,99
F,Georganne,1950,98
F,Alvina,1950,98
F,Vivien,1950,98
F,Lili,1950,98
F,Karie,1950,98
F,Marge,1950,98
F,Keely,1950,98
M,Raoul,1950,98
M,Kimball,1950,98
M,Kathleen,1950,98
M,Gorge,1950,98
M,Meredith,1950,98
M,Darl,1950,98
F,Gertie,1950,98
M,Baldomero,1950,98
M,Grayling,1950,97
F,Johnette,1950,97
F,Lorretta,1950,97
F,Delana,1950,97
M,Ellsworth,1950,97
F,Mayra,1950,97
M,Cleotha,1950,97
F,Rivka,1950,97
M,Gennaro,1950,97
M,Oswaldo,1950,97
M,Granville,1950,96
F,Leslye,1950,96
F,Bonni,1950,96
M,Ysidro,1950,96
F,Ruthanne,1950,96
F,Lugene,1950,96
F,Odette,1950,95
F,Kimberle,1950,95
F,Joline,1950,95
M,Filiberto,1950,95
M,Oren,1950,95
M,Prentice,1950,95
M,Eulalio,1950,95
M,Bonnie,1950,94
F,Sherrye,1950,94
F,Nada,1950,94
F,Liana,1950,94
F,Coreen,1950,94
F,Brigette,1950,94
M,Merritt,1950,94
M,Severo,1950,94
F,Birdie,1950,94
M,Seferino,1950,94
F,Casandra,1950,93
F,Stephany,1950,93
F,Belle,1950,93
F,Rosalba,1950,93
F,Kimberlie,1950,93
F,Annamaria,1950,93
M,Laird,1950,93
M,Basilio,1950,93
M,Gayland,1950,93
F,Ima,1950,93
F,Marylouise,1950,93
F,Tobi,1950,92
F,Gwyn,1950,92
M,German,1950,92
M,Josef,1950,92
M,Kay,1950,92
M,Casimir,1950,92
F,Revonda,1950,92
M,Apolinar,1950,92
F,Nickie,1950,91
F,Kaylene,1950,91
M,Silvestre,1950,91
F,Queenie,1950,91
M,Winfield,1950,91
M,Okey,1950,91
F,Soila,1950,91
M,Parker,1950,90
F,Felicitas,1950,90
F,Martine,1950,90
M,Alvino,1950,90
M,Tobin,1950,90
M,Kerwin,1950,90
M,Oral,1950,90
F,Reatha,1950,90
M,Sherwin,1950,90
F,Adria,1950,90
M,Cosmo,1950,90
M,Evaristo,1950,90
M,Johnson,1950,89
F,Janyce,1950,89
F,Arlette,1950,89
F,Dru,1950,89
F,Delaine,1950,89
F,Nidia,1950,89
F,Georgeanne,1950,89
F,Kimber,1950,89
F,Vernessa,1950,89
F,Domenica,1950,89
F,Malka,1950,89
M,Benson,1950,88
F,Marylyn,1950,88
F,Robbi,1950,88
F,Francie,1950,88
M,Orval,1950,88
M,Baltazar,1950,88
M,Landon,1950,88
F,Larita,1950,87
M,Erskine,1950,87
F,Candie,1950,87
F,Dedra,1950,87
F,Heide,1950,87
M,Silverio,1950,87
M,Christ,1950,87
F,Young,1950,87
M,Saverio,1950,87
M,Arnaldo,1950,87
M,Mayer,1950,87
M,Clarance,1950,86
M,Edsel,1950,86
M,Ronney,1950,86
M,Marcellus,1950,86
M,Herminio,1950,86
M,Salomon,1950,86
M,Gustave,1950,86
F,Bettyann,1950,86
F,Margarette,1950,85
F,Thresa,1950,85
M,Darvin,1950,85
F,Frank,1950,85
F,Janise,1950,85
F,Helga,1950,85
F,Machelle,1950,85
M,Randolf,1950,85
M,Verlin,1950,85
F,Georgianne,1950,85
M,Librado,1950,85
F,Jacquelyne,1950,84
F,Karren,1950,84
F,Mia,1950,84
F,Reyna,1950,84
F,Dalene,1950,84
F,Renay,1950,84
M,Dagoberto,1950,84
F,Tamala,1950,84
M,Hyman,1950,84
M,Donato,1950,84
F,Neta,1950,83
M,Ambrose,1950,83
F,Madalyn,1950,83
F,Lavada,1950,83
